nom,latitude,longitude,code_postal,codes_postaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,latitude_centre,longitude_centre
Martaizé,46.92,0.05,86330,86330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.92,0.05
Massognes,46.748,0.058,86170,86170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.748,0.058
Maulay,46.968,0.216,86200,86200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.968,0.216
Mauprévoir,46.164,0.516,86460,86460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.164,0.516
Mazerolles,46.4,0.663,86320,86320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4,0.663
Mazeuil,46.792,0.084,86110,86110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.792,0.084
Messemé,47.011,0.169,86200,86200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.011,0.169
Mignaloux-Beauvoir,46.548,0.416,86550,"86004, 86005, 86550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.548,0.416
Migné-Auxances,46.632,0.305,86440,"86062, 86440, 86060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.632,0.305
Millac,46.195,0.706,86150,86150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.195,0.706
Mirebeau,46.789,0.198,86110,86110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.789,0.198
Moncontour,46.877,0.004,86330,86330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.877,0.004
Mondion,46.938,0.472,86230,86230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.938,0.472
Montamisé,46.628,0.434,86360,86360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.628,0.434
Monthoiron,46.732,0.618,86210,86210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.732,0.618
Montmorillon,46.426,0.896,86500,"86502, 86500, 86501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.426,0.896
Monts-sur-Guesnes,46.913,0.194,86420,86420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.913,0.194
Morton,47.103,-0.013,86120,"86120, 86202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.103,-0.013
Moulismes,46.324,0.808,86500,86500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.324,0.808
Moussac,46.276,0.692,86150,86150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.276,0.692
Mouterre-sur-Blourde,46.216,0.768,86430,86430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.216,0.768
Mouterre-Silly,46.986,0.037,86200,86200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.986,0.037
Naintré,46.772,0.494,86530,86530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.772,0.494
Nalliers,46.61,0.88,86310,86310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.61,0.88
Nérignac,46.297,0.731,86150,86150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.297,0.731
Neuville-de-Poitou,46.682,0.255,86170,86170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.682,0.255
Nieuil-l'Espoir,46.486,0.464,86340,86340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.486,0.464
Nouaillé-Maupertuis,46.505,0.418,86340,86340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.505,0.418
Nueil-sous-Faye,46.975,0.272,86200,86200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.975,0.272
Orches,46.882,0.327,86230,86230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.882,0.327
Les Ormes,46.965,0.622,86220,86220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.965,0.622
Ouzilly,46.776,0.358,86380,86380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.776,0.358
Oyré,46.863,0.646,86220,86220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.863,0.646
Paizay-le-Sec,46.587,0.78,86300,86300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.587,0.78
Payroux,46.21,0.479,86350,86350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.21,0.479
Persac,46.341,0.731,86320,86320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.341,0.731
Pindray,46.474,0.816,86500,86500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.474,0.816
Plaisance,46.314,0.854,86500,86500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.314,0.854
Pleumartin,46.742,0.759,86450,86450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.742,0.759
Poitiers,46.584,0.36,86000,"86001, 86023, 86061, 86004, 86011, 86038, 86060, 86068, 86009, 86043, 86021, 86003, 86035, 86062, 86073, 86005, 86010, 86006, 86007, 86008, 86012, 86020, 86030, 86036, 86022, 86002, 86000, 86034",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.584,0.36
Port-de-Piles,47.0,0.598,86220,86220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,0.598
Pouançay,47.088,-0.081,86120,86120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.088,-0.081
Pouant,47.019,0.278,86200,86200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.019,0.278
Pouillé,46.542,0.579,86800,86800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.542,0.579
Pressac,46.118,0.567,86460,86460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.118,0.567
Prinçay,46.929,0.254,86420,86420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.929,0.254
La Puye,46.647,0.746,86260,86260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.647,0.746
Queaux,46.312,0.636,86150,86150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.312,0.636
Quinçay,46.606,0.218,86190,86190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.606,0.218
Ranton,46.999,-0.033,86200,86200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.999,-0.033
Raslay,47.112,0.005,86120,86120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.112,0.005
La Roche-Posay,46.776,0.802,86270,86270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.776,0.802
Roches-Prémarie-Andillé,46.475,0.368,86340,86340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.475,0.368
Roiffé,47.125,0.052,86120,86120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.125,0.052
Romagne,46.258,0.303,86700,86700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.258,0.303
Rouillé,46.42,0.027,86480,86480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.42,0.027
Saint-Benoît,46.549,0.352,86280,"86282, 86280, 86281, 86007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.549,0.352
Saint-Christophe,46.925,0.375,86230,86230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.925,0.375
Saint-Clair,46.882,0.057,86330,86330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.882,0.057
Saint-Gaudent,46.114,0.285,86400,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.114,0.285
Saint-Genest-d'Ambière,46.828,0.361,86140,86140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.828,0.361
Saint-Georges-lès-Baillargeaux,46.664,0.435,86130,"86135, 86130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.664,0.435
Saint-Germain,46.576,0.901,86310,86310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.576,0.901
Saint-Gervais-les-Trois-Clochers,46.898,0.419,86230,86230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.898,0.419
Saint-Jean-de-Sauves,46.839,0.088,86330,86330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.839,0.088
Saint-Julien-l'Ars,46.555,0.507,86800,86800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.555,0.507
Saint-Laon,46.968,-0.02,86200,86200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.968,-0.02
Saint-Laurent-de-Jourdes,46.391,0.539,86410,86410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.391,0.539
Saint-Léger-de-Montbrillais,47.08,-0.039,86120,86120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.08,-0.039
Saint-Léomer,46.416,0.997,86290,86290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.416,0.997
Valdivienne,46.492,0.631,86300,86300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.492,0.631
Saint-Martin-l'Ars,46.212,0.557,86350,86350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.212,0.557
Saint-Maurice-la-Clouère,46.388,0.449,86160,86160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.388,0.449
Saint-Pierre-de-Maillé,46.678,0.825,86260,86260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.678,0.825
Saint-Pierre-d'Exideuil,46.16,0.258,86400,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.16,0.258
Sainte-Radégonde,46.618,0.7,86300,86300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.618,0.7
Saint-Rémy-sur-Creuse,46.935,0.681,86220,86220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.935,0.681
Saint-Romain,46.228,0.38,86250,86250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.228,0.38
Saint-Sauvant,46.356,0.078,86600,86600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.356,0.078
Senillé-Saint-Sauveur,46.802,0.645,86100,"86101, 86100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.802,0.645
Saint-Savin,46.583,0.84,86310,86310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.583,0.84
Val-de-Comporté,46.144,0.231,86400,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.144,0.231
Saint-Secondin,46.326,0.491,86350,86350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.326,0.491
Saires,46.89,0.232,86420,86420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.89,0.232
Saix,47.142,0.007,86120,86120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.142,0.007
Sammarçolles,47.04,0.17,86200,"86200, 86201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.04,0.17
Sanxay,46.496,-0.008,86600,86600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.496,-0.008
Saulgé,46.367,0.866,86500,86500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.367,0.866
Savigné,46.171,0.33,86400,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.171,0.33
Savigny-Lévescault,46.529,0.478,86800,86800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.529,0.478
Savigny-sous-Faye,46.87,0.291,86140,86140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.87,0.291
Scorbé-Clairvaux,46.807,0.41,86140,86140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.807,0.41
Sérigny,46.927,0.316,86230,86230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.927,0.316
Sèvres-Anxaumont,46.574,0.462,86800,86800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.574,0.462
Sillars,46.421,0.787,86320,86320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.421,0.787
Smarves,46.512,0.357,86240,86240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.512,0.357
Sommières-du-Clain,46.277,0.374,86160,86160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.277,0.374
Sossais,46.868,0.377,86230,86230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.868,0.377
Surin,46.079,0.376,86250,86250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.079,0.376
Tercé,46.514,0.555,86800,86800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.514,0.555
Ternay,47.035,-0.053,86120,86120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.035,-0.053
Thollet,46.438,1.126,86290,86290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.438,1.126
Thurageau,46.778,0.268,86110,86110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.778,0.268
Thuré,46.841,0.456,86540,86540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.841,0.456
La Trimouille,46.454,1.059,86290,86290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.454,1.059
Les Trois-Moutiers,47.062,0.01,86120,86120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.062,0.01
Usseau,46.887,0.494,86230,86230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.887,0.494
Usson-du-Poitou,46.281,0.544,86350,86350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.281,0.544
Vaux-sur-Vienne,46.909,0.56,86220,86220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.909,0.56
Vellèches,46.939,0.527,86230,86230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.939,0.527
Saint-Martin-la-Pallu,46.726,0.313,86170,"86380, 86110, 86170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.726,0.313
Vernon,46.431,0.482,86340,86340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.431,0.482
Verrières,46.403,0.597,86410,86410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.403,0.597
Verrue,46.87,0.179,86420,86420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.87,0.179
Vézières,47.091,0.128,86120,86120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.091,0.128
Vicq-sur-Gartempe,46.726,0.844,86260,86260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.726,0.844
Le Vigeant,46.221,0.638,86150,86150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.221,0.638
La Villedieu-du-Clain,46.456,0.39,86340,86340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.456,0.39
Villemort,46.55,0.927,86310,86310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.55,0.927
Villiers,46.67,0.172,86190,86190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.67,0.172
Vivonne,46.412,0.257,86370,86370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.412,0.257
Vouillé,46.622,0.163,86190,86190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.622,0.163
Voulême,46.102,0.236,86400,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.102,0.236
Voulon,46.365,0.24,86700,86700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.365,0.24
Vouneuil-sous-Biard,46.579,0.271,86580,"86060, 86580",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.579,0.271
Vouneuil-sur-Vienne,46.72,0.541,86210,86210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.72,0.541
Vouzailles,46.713,0.096,86170,86170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.713,0.096
Yversay,46.672,0.206,86170,86170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.672,0.206
Aixe-sur-Vienne,45.798,1.133,87700,87700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.798,1.133
Ambazac,45.953,1.399,87240,87240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.953,1.399
Arnac-la-Poste,46.264,1.373,87160,87160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.264,1.373
Augne,45.772,1.701,87120,87120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.772,1.701
Aureil,45.81,1.401,87220,87220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.81,1.401
Azat-le-Ris,46.308,1.057,87360,87360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.308,1.057
Balledent,46.109,1.216,87290,87290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.109,1.216
La Bazeuge,46.255,1.084,87210,87210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.255,1.084
Beaumont-du-Lac,45.772,1.855,87120,87120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.772,1.855
Bellac,46.105,1.041,87300,87300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.105,1.041
Berneuil,46.066,1.11,87300,87300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.066,1.11
Bersac-sur-Rivalier,46.078,1.418,87370,87370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.078,1.418
Bessines-sur-Gartempe,46.109,1.36,87250,87250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.109,1.36
Beynac,45.768,1.166,87700,87700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.768,1.166
Les Billanges,45.978,1.536,87340,87340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.978,1.536
Blanzac,46.128,1.108,87300,87300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.128,1.108
Blond,46.054,1.017,87300,87300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.054,1.017
Boisseuil,45.762,1.328,87220,87220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.762,1.328
Bonnac-la-Côte,45.947,1.293,87270,87270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.947,1.293
Bosmie-l'Aiguille,45.766,1.204,87110,87110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.766,1.204
Breuilaufa,46.043,1.109,87300,87300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.043,1.109
Le Buis,46.034,1.204,87140,87140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.034,1.204
Bujaleuf,45.792,1.631,87460,87460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.792,1.631
Burgnac,45.74,1.167,87800,87800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.74,1.167
Bussière-Galant,45.618,1.046,87230,87230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.618,1.046
Val-d'Oire-et-Gartempe,46.242,0.904,87320,"87320, 87330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.242,0.904
Les Cars,45.675,1.071,87230,87230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.675,1.071
Chaillac-sur-Vienne,45.864,0.876,87200,87200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.864,0.876
Le Chalard,45.554,1.125,87500,87500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.554,1.125
Châlus,45.657,0.965,87230,87230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.657,0.965
Chamboret,46.006,1.125,87140,87140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.006,1.125
Champagnac-la-Rivière,45.695,0.913,87150,87150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.695,0.913
Champnétery,45.827,1.579,87400,87400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.827,1.579
Champsac,45.704,0.962,87230,87230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.704,0.962
La Chapelle-Montbrandeix,45.645,0.853,87440,87440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.645,0.853
Chaptelat,45.918,1.247,87270,87270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.918,1.247
Château-Chervix,45.59,1.356,87380,87380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.59,1.356
Châteauneuf-la-Forêt,45.695,1.61,87130,87130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.695,1.61
Châteauponsac,46.131,1.28,87290,87290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.131,1.28
Le Châtenet-en-Dognon,45.905,1.505,87400,87400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.905,1.505
Cheissoux,45.832,1.638,87460,87460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.832,1.638
Chéronnac,45.757,0.754,87600,87600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.757,0.754
Cieux,45.986,1.029,87520,87520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.986,1.029
Cognac-la-Forêt,45.837,1.005,87310,87310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.837,1.005
Compreignac,45.997,1.282,87140,87140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.997,1.282
Condat-sur-Vienne,45.783,1.24,87920,87920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.783,1.24
Coussac-Bonneval,45.517,1.324,87500,87500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.517,1.324
Couzeix,45.883,1.221,87270,87270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.883,1.221
La Croisille-sur-Briance,45.619,1.604,87130,87130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.619,1.604
La Croix-sur-Gartempe,46.16,1.002,87210,87210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.16,1.002
Cromac,46.36,1.311,87160,87160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.36,1.311
Cussac,45.691,0.849,87150,87150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.691,0.849
Dinsac,46.241,1.11,87210,87210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.241,1.11
Dompierre-les-Églises,46.215,1.25,87190,87190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.215,1.25
Domps,45.656,1.712,87120,87120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.656,1.712
Le Dorat,46.205,1.068,87210,87210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.205,1.068
Dournazac,45.63,0.919,87230,87230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.63,0.919
Droux,46.165,1.149,87190,87190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.165,1.149
Eybouleuf,45.8,1.485,87400,87400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,1.485
Eyjeaux,45.775,1.377,87220,87220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.775,1.377
Eymoutiers,45.711,1.74,87120,87120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.711,1.74
Feytiat,45.805,1.33,87220,"87221, 87015, 87220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.805,1.33
Flavignac,45.713,1.074,87230,87230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.713,1.074
Folles,46.125,1.456,87250,87250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.125,1.456
Fromental,46.158,1.419,87250,87250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.158,1.419
Gajoubert,46.11,0.844,87330,87330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.11,0.844
La Geneytouse,45.787,1.454,87400,87400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.787,1.454
Glandon,45.472,1.228,87500,87500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.472,1.228
Glanges,45.66,1.461,87380,87380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.66,1.461
Gorre,45.738,0.995,87310,87310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.738,0.995
Les Grands-Chézeaux,46.356,1.384,87160,87160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.356,1.384
Isle,45.804,1.195,87170,"87054, 87170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.804,1.195
Jabreilles-les-Bordes,46.024,1.515,87370,87370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.024,1.515
Janailhac,45.654,1.241,87800,87800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.654,1.241
Javerdat,45.957,0.965,87520,87520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.957,0.965
La Jonchère-Saint-Maurice,46.004,1.479,87340,87340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.004,1.479
Jouac,46.35,1.259,87890,87890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.35,1.259
Jourgnac,45.732,1.213,87800,87800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.732,1.213
Ladignac-le-Long,45.588,1.107,87500,87500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.588,1.107
Laurière,46.076,1.501,87370,87370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.076,1.501
Lavignac,45.72,1.122,87230,87230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.72,1.122
Limoges,45.854,1.249,87100,"87009, 87010, 87030, 87068, 87280, 87015, 87020, 87069, 87004, 87032, 87044, 87060, 87070, 87038, 87053, 87071, 87000, 87042, 87058, 87065, 87017, 87014, 87100, 87002, 87045, 87023, 87043, 87048, 87025, 87011, 87031, 87041, 87051, 87050, 87055, 87006, 87001, 87005, 87022, 87040, 87036, 87046, 87012, 87003, 87007, 87008, 87016, 87021, 87067, 87033, 87037, 87039, 87052, 87054, 87035, 87047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.854,1.249
Linards,45.704,1.538,87130,87130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.704,1.538
Lussac-les-Églises,46.342,1.176,87360,87360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.342,1.176
Magnac-Bourg,45.601,1.436,87380,87380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.601,1.436
