nom,latitude,longitude,code_postal,codes_postaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,latitude_centre,longitude_centre
Saint-Marcel,49.092,1.439,27950,27950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.092,1.439
Saint-Mards-de-Blacarville,49.377,0.509,27500,"27501, 76231, 27500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.377,0.509
Saint-Mards-de-Fresne,49.081,0.455,27230,27230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.081,0.455
Le Lesme,48.911,0.846,27160,27160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.911,0.846
Sainte-Marie-de-Vatimesnil,49.272,1.582,27150,27150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.272,1.582
Sainte-Marthe,48.958,0.881,27190,27190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.958,0.881
Saint-Martin-du-Tilleul,49.106,0.527,27300,27300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.106,0.527
Saint-Martin-la-Campagne,49.065,1.077,27930,27930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.065,1.077
Saint-Martin-Saint-Firmin,49.294,0.56,27450,27450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.294,0.56
Saint-Meslin-du-Bosc,49.216,0.879,27370,27370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.216,0.879
Sainte-Opportune-du-Bosc,49.168,0.84,27110,27110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.168,0.84
Sainte-Opportune-la-Mare,49.425,0.534,27680,27680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.425,0.534
Sainte-Marie-d'Attez,48.796,0.944,27160,27160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.796,0.944
Saint-Ouen-de-Pontcheuil,49.235,0.95,27370,27370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.235,0.95
Saint-Ouen-de-Thouberville,49.349,0.896,27310,27310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.349,0.896
Saint-Ouen-du-Tilleul,49.301,0.945,27670,27670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.301,0.945
Saint-Paul-de-Fourques,49.218,0.795,27800,27800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.218,0.795
Saint-Philbert-sur-Boissey,49.258,0.784,27520,27520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.258,0.784
Saint-Philbert-sur-Risle,49.277,0.647,27290,27290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.277,0.647
Saint-Pierre-de-Bailleul,49.126,1.384,27920,27920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.126,1.384
Saint-Pierre-de-Cernières,48.931,0.52,27390,27390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.931,0.52
Saint-Pierre-de-Cormeilles,49.238,0.365,27260,27260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.238,0.365
Saint-Pierre-de-Salerne,49.205,0.667,27800,27800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.205,0.667
Saint-Pierre-des-Fleurs,49.249,0.963,27370,27370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.249,0.963
Saint-Pierre-des-Ifs,49.266,0.608,27450,27450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.266,0.608
Saint-Pierre-du-Bosguérard,49.26,0.89,27370,27370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.26,0.89
Saint-Pierre-du-Val,49.391,0.366,27210,27210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.391,0.366
Saint-Pierre-du-Vauvray,49.224,1.218,27430,27430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.224,1.218
Saint-Pierre-la-Garenne,49.148,1.391,27600,"27600, 27607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.148,1.391
Saint-Samson-de-la-Roque,49.426,0.425,27680,27680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.426,0.425
Saint-Sébastien-de-Morsent,49.013,1.074,27180,"27180, 27004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.013,1.074
Saint-Siméon,49.284,0.517,27560,27560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.284,0.517
Saint-Sulpice-de-Grimbouville,49.375,0.449,27210,27210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.375,0.449
Saint-Sylvestre-de-Cormeilles,49.247,0.421,27260,27260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.247,0.421
Saint-Symphorien,49.31,0.456,27500,27500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.31,0.456
Saint-Victor-de-Chrétienville,49.063,0.514,27300,27300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.063,0.514
Saint-Victor-d'Épine,49.212,0.599,27800,27800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.212,0.599
Saint-Victor-sur-Avre,48.696,0.851,27130,27130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.696,0.851
Saint-Vigor,49.075,1.26,27930,27930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.075,1.26
Saint-Vincent-des-Bois,49.06,1.394,27950,27950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.06,1.394
Saint-Vincent-du-Boulay,49.101,0.49,27230,27230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.101,0.49
Sancourt,49.354,1.676,27150,27150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.354,1.676
Sassey,49.05,1.223,27930,27930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.05,1.223
La Saussaye,49.254,0.986,27370,"76501, 27370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.254,0.986
Saussay-la-Campagne,49.319,1.508,27150,27150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.319,1.508
Sébécourt,48.976,0.831,27190,27190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.976,0.831
Selles,49.301,0.489,27500,27500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.301,0.489
Serez,48.934,1.358,27220,27220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.934,1.358
Serquigny,49.115,0.708,27470,27470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.115,0.708
Surtauville,49.198,1.054,27400,27400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.198,1.054
Surville,49.201,1.102,27400,27400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.201,1.102
Suzay,49.27,1.514,27420,27420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.27,1.514
Le Theil-Nolent,49.152,0.534,27230,27230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.152,0.534
Thiberville,49.132,0.441,27230,27230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.132,0.441
Thibouville,49.141,0.804,27800,27800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.141,0.804
Thierville,49.263,0.717,27290,27290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.263,0.717
Le Thil,49.307,1.555,27150,27150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.307,1.555
Les Thilliers-en-Vexin,49.236,1.605,27420,27420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.236,1.605
Le Thuit,49.26,1.367,27700,27700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.26,1.367
Le Thuit de l'Oison,49.257,0.939,27370,27370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.257,0.939
Tilleul-Dame-Agnès,49.006,0.891,27170,27170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.006,0.891
Le Tilleul-Lambert,49.081,0.931,27110,27110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.081,0.931
Tillières-sur-Avre,48.761,1.028,27570,27570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.761,1.028
Tilly,49.142,1.529,27510,27510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.142,1.529
Tocqueville,49.409,0.613,27500,27500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.409,0.613
Le Torpt,49.337,0.381,27210,27210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.337,0.381
Touffreville,49.344,1.436,27440,27440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.344,1.436
Tournedos-Bois-Hubert,49.074,0.988,27180,27180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.074,0.988
Tourneville,49.095,1.106,27930,27930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.095,1.106
Tourville-la-Campagne,49.225,0.899,27370,27370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.225,0.899
Tourville-sur-Pont-Audemer,49.321,0.517,27500,"27500, 27504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.321,0.517
Toutainville,49.357,0.459,27500,"27502, 27500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.357,0.459
Le Tremblay-Omonville,49.121,0.915,27110,27110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.121,0.915
La Trinité,48.987,1.237,27930,27930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.987,1.237
La Trinité-de-Réville,48.967,0.511,27270,27270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.967,0.511
La Trinité-de-Thouberville,49.365,0.878,27310,27310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.365,0.878
Triqueville,49.33,0.437,27500,27500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.33,0.437
Le Troncq,49.193,0.917,27110,27110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.193,0.917
Le Tronquay,49.438,1.454,27480,27480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.438,1.454
Trouville-la-Haule,49.42,0.58,27680,27680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.42,0.58
La Vacherie,49.124,1.137,27400,27400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.124,1.137
Valailles,49.118,0.617,27300,"27300, 27307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.118,0.617
Le Val-David,48.979,1.263,27120,27120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.979,1.263
Valletot,49.367,0.612,27350,27350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.367,0.612
Vandrimare,49.383,1.352,27380,27380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.383,1.352
Vannecrocq,49.303,0.428,27210,27210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.303,0.428
Vascœuil,49.446,1.386,27910,27910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.446,1.386
Vatteville,49.28,1.285,27430,27430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.28,1.285
Vaux-sur-Eure,49.036,1.334,27120,27120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.036,1.334
Les Trois Lacs,49.201,1.296,27700,"27940, 27700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.201,1.296
Venon,49.173,1.052,27110,27110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.173,1.052
Les Ventes,48.956,1.066,27180,27180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.956,1.066
Verneuil d'Avre et d'Iton,48.738,0.925,27160,"27133, 27132, 27131, 27134, 27135, 27130, 27137, 27160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.738,0.925
Verneusses,48.91,0.425,27390,27390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.91,0.425
Vernon,49.088,1.485,27200,"27202, 27205, 27204, 27207, 27203, 27208, 27200, 27201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.088,1.485
Vesly,49.243,1.642,27870,27870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.243,1.642
Vézillon,49.222,1.399,27700,27700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.222,1.399
Le Vieil-Évreux,49.004,1.213,27930,"27930, 27035, 27006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.004,1.213
La Vieille-Lyre,48.922,0.75,27330,27330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.922,0.75
Vieux-Port,49.427,0.608,27680,27680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.427,0.608
Villegats,48.998,1.464,27120,"27122, 27120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.998,1.464
Villers-en-Vexin,49.25,1.59,27420,27420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.25,1.59
Villers-sur-le-Roule,49.191,1.32,27940,27940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.191,1.32
Villettes,49.154,1.046,27110,27110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.154,1.046
Sylvains-Lès-Moulins,48.903,1.103,27240,27240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.903,1.103
Villez-sous-Bailleul,49.108,1.365,27950,27950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.108,1.365
Villez-sur-le-Neubourg,49.147,0.86,27110,27110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.147,0.86
Villiers-en-Désœuvre,48.958,1.481,27640,27640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.958,1.481
Vironvay,49.206,1.22,27400,"27400, 27404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.206,1.22
Vitot,49.168,0.887,27110,27110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.168,0.887
Voiscreville,49.28,0.767,27520,27520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.28,0.767
Vraiville,49.218,1.036,27370,27370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.218,1.036
Val-de-Reuil,49.261,1.212,27100,"27105, 27103, 27107, 27100, 27102, 27106, 27101, 27104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.261,1.212
Abondant,48.795,1.42,28410,28410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.795,1.42
Allainville,48.721,1.295,28500,28500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.721,1.295
Allonnes,48.332,1.652,28150,28150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.332,1.652
Alluyes,48.229,1.364,28800,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.229,1.364
Amilly,48.442,1.407,28300,28300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.442,1.407
Anet,48.853,1.443,28260,28260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.853,1.443
Ardelles,48.546,1.179,28170,28170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.546,1.179
Ardelu,48.355,1.913,28700,28700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.355,1.913
Argenvilliers,48.276,0.969,28480,28480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.276,0.969
Vald'Yerre,48.112,1.086,28220,28290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.112,1.086
Aunay-sous-Auneau,48.443,1.814,28700,28700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.443,1.814
Aunay-sous-Crécy,48.658,1.304,28500,28500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.658,1.304
Auneau-Bleury-Saint-Symphorien,48.469,1.773,28700,"28700, 28701, 28702, 28703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.469,1.773
Les Autels-Villevillon,48.176,0.999,28330,28330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.176,0.999
Authon-du-Perche,48.202,0.886,28330,28330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.202,0.886
Baigneaux,48.128,1.821,28140,28140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.128,1.821
Bailleau-le-Pin,48.359,1.323,28120,28120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.359,1.323
Bailleau-l'Évêque,48.488,1.397,28300,"28302, 28300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.488,1.397
Bailleau-Armenonville,48.527,1.647,28320,28320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.527,1.647
Barjouville,48.407,1.472,28630,28630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.407,1.472
Barmainville,48.259,1.955,28310,28310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.259,1.955
Baudreville,48.326,1.89,28310,28310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.326,1.89
La Bazoche-Gouet,48.14,0.971,28330,28330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.14,0.971
Bazoches-en-Dunois,48.095,1.572,28140,28140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.095,1.572
Bazoches-les-Hautes,48.16,1.82,28140,28140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.16,1.82
Beauche,48.678,0.98,28270,28270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.678,0.98
Beaumont-les-Autels,48.24,0.952,28480,28480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.24,0.952
Beauvilliers,48.301,1.654,28150,28150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.301,1.654
Belhomert-Guéhouville,48.506,1.05,28240,28240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.506,1.05
Berchères-Saint-Germain,48.535,1.468,28300,28300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.535,1.468
Berchères-les-Pierres,48.374,1.556,28630,"28637, 28630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.374,1.556
Berchères-sur-Vesgre,48.844,1.553,28260,28260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.844,1.553
Bérou-la-Mulotière,48.741,1.073,28270,28270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.741,1.073
Béthonvilliers,48.231,0.9,28330,28330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.231,0.9
Béville-le-Comte,48.44,1.703,28700,28700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.44,1.703
Billancelles,48.494,1.213,28190,28190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.494,1.213
Blandainville,48.315,1.292,28120,28120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.315,1.292
Boissy-en-Drouais,48.729,1.252,28500,28500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.729,1.252
Boissy-lès-Perche,48.681,0.902,28340,28340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.681,0.902
Boisville-la-Saint-Père,48.332,1.7,28150,28150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.332,1.7
La Bourdinière-Saint-Loup,48.317,1.43,28360,"28633, 28360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.317,1.43
Boncé,48.308,1.517,28150,28150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.308,1.517
Boncourt,48.846,1.464,28260,28260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.846,1.464
Bonneval,48.181,1.385,28800,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.181,1.385
Bouglainval,48.561,1.51,28130,28130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.561,1.51
Le Boullay-les-Deux-Églises,48.632,1.327,28170,28170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.632,1.327
Le Boullay-Mivoye,48.654,1.406,28210,28210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.654,1.406
Le Boullay-Thierry,48.635,1.433,28210,28210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.635,1.433
Boutigny-Prouais,48.734,1.57,28410,28410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.734,1.57
Bouville,48.262,1.378,28800,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.262,1.378
Bréchamps,48.673,1.521,28210,28210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.673,1.521
Brezolles,48.689,1.064,28270,28270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.689,1.064
Briconville,48.516,1.389,28300,28300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.516,1.389
Brou,48.217,1.157,28160,28160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.217,1.157
Broué,48.752,1.524,28410,28410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.752,1.524
Bû,48.802,1.493,28410,"28410, 28106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.802,1.493
Bullainville,48.17,1.507,28800,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.17,1.507
Cernay,48.385,1.23,28120,28120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.385,1.23
Challet,48.556,1.428,28300,28300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.556,1.428
Champhol,48.467,1.511,28300,28300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.467,1.511
Champrond-en-Gâtine,48.396,1.075,28240,28240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.396,1.075
Champrond-en-Perchet,48.308,0.888,28400,28400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.308,0.888
Champseru,48.491,1.646,28700,28700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.491,1.646
La Chapelle-d'Aunainville,48.416,1.798,28700,28700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.416,1.798
La Chapelle-du-Noyer,48.042,1.318,28200,"28200, 28202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.042,1.318
La Chapelle-Forainvilliers,48.728,1.491,28500,28500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.728,1.491
La Chapelle-Fortin,48.648,0.863,28340,28340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.648,0.863
Chapelle-Guillaume,48.119,0.893,28330,28330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.119,0.893
Chapelle-Royale,48.153,1.044,28290,28290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.153,1.044
Charbonnières,48.19,0.944,28330,28330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.19,0.944
Charonville,48.283,1.31,28120,28120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.283,1.31
Charpont,48.696,1.432,28500,28500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.696,1.432
Chartainvilliers,48.543,1.546,28130,28130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.543,1.546
Chartres,48.447,1.506,28000,"28006, 28004, 28019, 28002, 28008, 28007, 28005, 28000, 28011, 28009, 28080, 28932, 28003, 28025, 45067, 28023, 28026, 28018, 28024, 28001, 28030, 28631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.447,1.506
Chassant,48.292,1.068,28480,28480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.292,1.068
Châtaincourt,48.693,1.234,28270,"28102, 28270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.693,1.234
Châteaudun,48.076,1.326,28200,"28201, 28202, 28203, 28205, 28200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.076,1.326
Châteauneuf-en-Thymerais,48.589,1.238,28170,28170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.589,1.238
Les Châtelets,48.66,1.018,28270,28270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.66,1.018
Les Châtelliers-Notre-Dame,48.346,1.21,28120,28120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.346,1.21
Châtenay,48.355,1.884,28700,28700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.355,1.884
Chaudon,48.654,1.494,28210,"28211, 28210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.654,1.494
Chauffours,48.394,1.337,28120,28120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.394,1.337
La Chaussée-d'Ivry,48.889,1.488,28260,28260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.889,1.488
Cherisy,48.757,1.435,28500,"28106, 28500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.757,1.435
Chuisnes,48.437,1.189,28190,28190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.437,1.189
Cintray,48.446,1.366,28300,28300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.446,1.366
Clévilliers,48.551,1.384,28300,28300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.551,1.384
Cloyes-les-Trois-Rivières,47.994,1.222,28220,28220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.994,1.222
Coltainville,48.492,1.597,28300,28300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.492,1.597
Combres,48.337,1.06,28480,28480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.337,1.06
Conie-Molitard,48.114,1.442,28200,28200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.114,1.442
Corancez,48.367,1.515,28630,28630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.367,1.515
Cormainville,48.132,1.606,28140,28140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.132,1.606
Les Corvées-les-Yys,48.365,1.148,28240,28240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.365,1.148
Le Coudray,48.419,1.503,28630,"28003, 28637, 28006, 28630, 28001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.419,1.503
